3					1	2	3	END						Program Outputs													Program Inputs									Inputs								Outputs						
dimension	component	subcomponent	subsub	Variable Name	English Description	Spanish Description	French Description	variable type	Returned to LabVIEW	Basic Client Inputs	Expert Client Inputs	Design Assumptions	Minor Loss Coefficients	FCM	Flocculation	Sedimentation	Entrance Tank	Plant Level Tank	Materials List	Floc Hopper	Rapid Mixer	Elevations	User+BOD+LabVIEW+MLC	has source	comments		FCM	Flocculation	Sedimentation	Entrance Tank	Plant Level Tank	Floc Hopper	Rapid Mix	Materials List		Entrance Tank	Floc Tank	Sed Tank	Plt	Platform	AutoCAD Inputs	is input		Entrance Tank	Floc Tank	Sed Tank	Plt	Platform	AutoCAD Outputs	
Nu	Fcm	Alum		Nu.FcmAlum	Kinematic viscosity of the alum coagulant in the flow control module			0	1					1																																				
Nu	Water			Nu.Water	Kinematic viscosity of water			0	1			1																	1				1																	
Per	Floc	Baffle		Per.FlocBaffle				0	1			1																																						
Per	Sed	Plate		Per.SedPlate	Period of curves in plate settlers			0	1			1																																						
Phi	FB	100NTU		Phi.FB100NTU				0	1			1																																						
Phi	FB	500NTU		Phi.FB500NTU				0	1			1																				1																		
Pi	D	Mix		Pi.DMix	Ratio of diffusion length scale to Kolmogorov length scale (smallest eddies in turbulent flow)				1			1																					1																	
Pi	Epsilon			Pi.Epsilon				0	1			1																																						
Pi	Et	Flow		Pi.EtFlow	Ratio of the minimum flow by the maximum flow through the plant				1			1																					1																	
Pi	Et	HW		Pi.EtHW	Height ratio that will give the desired flow ratio in the entrance tank				1			1																					1																	
Pi	Floc	Baffle		Pi.FlocBaffle	Ratio of the baffle spacing to the distance between the bottom of a baffle and bottom of the tank	Altura del espacio abajo de las pantallas superiores dividido por el espacio entre pantallas		0	1		1																	1																						
Pi	Floc	Dissipation		Pi.FlocDissipation	ratio of energy dissipation zone	Zona de proporción de disipación de energía		0	1		1																		1																					
Pi	Flow	Manifold		Pi.FlowManifold	Ratio of flow rate through the last port to the first in the manifold	Proporción del caudal a través del ultimo puerto al primero del túnel de distribución		0	1		1																		1																					
Pi	Flow	Launder		Pi.FlowLaunder	Ratio of the flow between the orifices within the launder (farthest orifice over the closest orifice)	Proporción del caudal entre orificios dentro del tubo perforado de salida (el orificio mas lejano sobre el orificio mas cercano)		0	1		1																																							
Pi	Flow	Sludge		Pi.FlowSludge	Ratio of the flow between the sludge orifices	Proporción del caudal entre orificios del drenaje de lodo		0	1		1																																							
Pi	Hb	Min		Pi.HbMin	Minimum ratio or water depth to baffle spacing				1																			1																						
Pi	Launder			Pi.Launder	"Ratio of the flow between the launders, the long path flow divided by the short path flow"			0	1		1																																							
Pi	Lfom	H		Pi.LfomH	Elevation between orifice rows at which the flow is calibrated			0	1			1																																						
Pi	Lfom	Orifice		Pi.LfomOrifice				0	1			1																	1																					
Pi	Lfom	Orifice	Area	Pi.LfomOrificeArea	Ratio of lfom pipe area to orifice area			0	1			1																	1																					
Pi	Plt	Weir		Pi.PltWeir	Ratio between the maximum water depth above the weir and the diameter of the weir			0	1			1																																						
Pi	Q	Plant		Pi.QPlant	Ratio between the max and min design flow rates			0	1			1																	1																					
Pi	Q	Sludge	Orifices	Pi.QSludgeOrifices					1																				1																					
Pi	Sed	Above	W	Pi.SedAboveW	Ratio between the depth of the water between the top of the plate settlers and the effluent launders and the spacing between the effluent launders			0	1			1																																						
Pi	Sed	Area		Pi.SedArea				0	1																																									
Pi	Sed	Cell		Pi.SedCell	Length scale where all of the kinetic energy contained in the flow will be dissipated 			0	1			1																	1				1																	
Pi	Sed	Port		Pi.SedPort	Length of the sed tank served by one port divided by the port width			0	1																																									
Pi	Sutro			Pi.Sutro				0	1			1																																						
Pi	VenaContracta	Orifice		Pi.VenaContractaOrifice	coefficient used to determine actual area of water flowing through a vena contracta			0	1				1														1		1				1																	
Plant	Origin			Plant.Origin	Coordinates for the origin of the plant			0	1			1																																						
Q	Alum	Stock	Max	Q.AlumStockMax	Maximum flow rate through the aluminum stock tank				1												1													1																
Q	Fcm	Max		Q.FcmMax	Maximum flow rate through the floc control module			0	1					1																																				
Q	Fcm	Max	Laminar	Q.FcmMaxLaminar	Maximum flow rate through the floc control module to maintain laminar flow			0	1					1																			1																	
Q	Fcm	Tube	Max	Q.FcmTubeMax	Maximum flow rate through the FCM tube allowed			0	1					1																																				
Q	Fcm	Valve	Max	Q.FcmValveMax	Maximum flow rate that can be handled by the FCM valve			0	1					1																																				
Q	Flocs			Q.Flocs				0	1											1																														
Q	Plant			Q.Plant	Plant flow rate	Caudal de la planta		0	1	1																	1	1	1	1			1																	
Q	Plant	Lfom	Max	Q.PlantLfomMax					1												1																													
Q	Sed			Q.Sed	Flow through the sed tank	Caudal de un tanque de sedimentación		0	1							1																1																		
Q	Sed	Bay		Q.SedBay	Flow rate through one sedimentation tank bay	Caudal de una camera de sedimentación		0	1																																									
Q	Sed	Launder	Orifices	Q.SedLaunderOrifices	Flow rate through the orifice of the sed tank launder	Caudal de un orificio en el tubo perforado de salida de tanque de sedimentación		0	1							1													1																					
Q	Sed	Manifold		Q.SedManifold	Flow rate through the inlet manifold of the sed tank	Caudal en un túnel de distribución		0	1							1													1																					
Q	Sed	Slope	Port	Q.SedSlopePort	Flow through the sed inlet port	Caudal de una puerta en un el túnel de distribución		0	1							1																																		
Q	Sed	Sludge	Orifices	Q.SedSludgeOrifices					1							1																																		
Q	Sludge	Drain	Initial	Q.SludgeDrainInitial	Initial flow rate through the sludge drain			0	1							1																																		
Re	Pipe	Transition		Re.PipeTransition	Reynolds number for transition from laminar to turbulent flow in a pipe			0	1			1															1																							
Rho	FB			Rho.FB	Density of flocs			0	1			1																				1																		
Rho	H2O			Rho.H2O	Density of water			0	1			1																				1																		
S	Channel	Pipe	Wall	S.ChannelPipeWall	Extra space allowed on both sides of pipe to avoid interference with the channel walls			0	1			1																																						
S	Drum			S.Drum	Space between chemical drums			0	1			1																																						
S	Elbow			S.Elbow	Minimum space between elbows in the tank			0	1			1																						1																
S	Floc	Baffle		S.FlocBaffle	Space between baffles	Espacio entre pantallas		1	1						1																		1																	
S	Floc	Baffle	Max	S.FlocBaffleMax	Maximum allowable spacing between baffles in a channel				1						1																																			
S	Floc	Baffle	Min	S.FlocBaffleMin	Minimum allowable spacing between baffles in a channel				1						1																																			
S	Floc	Channel		S.FlocChannel	Space between the last baffle and the beginning of the port between channels (5cm)	Espacio entre la ultima pantalla y los puertos entre canales en el floculador		0	1	1																		1																						
S	Floc	Port		S.FlocPort	Extra space around ports for water making a u-turn (space between the hole and the last baffle)	Espacio extra alrededor de los puertos para que el agua retorne (espacio entre el orificio y la ultima pantalla)		0	1		1																																							
S	Plt			S.Plt	Space for concrete between inlet pipes			0	1			1																																						
S	Sed	Inlet	ChannelMin	S.SedInletChannelMin	Space needed around pipe in inlet channel				1			1																																						
S	Sed	Plate	Min	S.SedPlateMin	Minimum space between plate settlers	Espacio mínimo entre placas de sedimentación		0	1							1																																		
S	Sed	Plate		S.SedPlate	Space between plate settlers	Espacio entre placas de sedimentación		0	1							1																																		
sedlayout				sedlayout.				0	1			1																																						
T	Ap			T.Ap	Thickness of Alum Platform			0	1			1																																						
T	Channel	Wall		T.ChannelWall	Thickness of a channel wall			0	1			1																	1			1		1																
T	Cp			T.Cp	Thickness of Chlorine Platform			0	1			1																																						
T	Et			T.Et	Thickness of Entrance Tank Walls			0	1																																									
T	Et	Wall		T.EtWall	Thickness of the entrance tank wall			0	1			1																						1																
T	Floc	Baffle		T.FlocBaffle	Thickness of the flocculator baffle material	Grosor del material para las pantallas del floculador		0	1	1																		1						1																
T	Mp			T.Mp	Thickness of Main Platform; Same as thickness of plant wall			0	1																																									
T	Plant	Wall		T.PlantWall	Thickness of sed and floc tank walls 	Grosor de las paredes de los tanques de sedimentación y floculación		0	1	1																			1					1																
T	Plt	Wall		T.PltWall	Thickness of  leveling tank walls			0	1			1																						1																
T	Sed	Inlet	Slope	T.SedInletSlope	Thickness of inlet slopes in sed tank				1																				1																					
T	Sed	Manifold	Plate	T.SedManifoldPlate	Thickness of the plates that cover the sedimentation tank inlet manifolds	Grosor de las placas que cubren el túnel de distribución en el tanque de sedimentación		0	1	1																			1																					
T	Sed	Manifold	Entrance	T.SedManifoldEntrance	Thickness of the concrete walls of the inlet to the manifold	Grosor de las paredes de concreto de la entrada al túnel de distribución		0	1	1																			1					1																
T	Sed	Plate		T.SedPlate	Thickness of the plate settlers	Grosor de las placas de sedimentación 		0	1	1																			1																					
T	Sed	Slope	Plate	T.SedSlopePlate	Thickness of the sedimentation slope plates			0	1	1																								1																
T	Sed	Tank			Thickness of the sedimentation tank walls				1																																									
T	Sed	Sludge		T.SedSludge	Thickness of the sedimentation tank sludge drain			0	1							1													1					1																
Tau	Diffusion			Tau.Diffusion	Time scale of diffusion				1			1																					1																	
Ti	Floc			Ti.Floc				0	1						1																																			
Ti	Sludge	Drain		Ti.SludgeDrain	Drainage time for the sedimentation tank	Tiempo de drenaje para el tanque de sedimentación		0	1	1																			1																					
Ti	Stock	Min		Ti.StockMin	Duration of alum stock tank at maximum alum dose and plant flow rate			0	1	1																	1						1	1																
V	Et	Channel		V.EtChannel	Velocity in the entrance channel				1												1																													
V	Et	Up		V.EtUp	Upflow velocity in the entrance tank	Velocidad ascendente en el tanque de entrada		0	1		1																						1																	
V	Floc	Entry	Orifice	V.FlocEntryOrifice	Velocity through the entrance to the flocculator				1												1																													
V	Sed	C		V.SedC		Velocidad de captura para que las partículas se asienten en las placas de sedimentación		0	1							1																																		
V	Sed	C	Bod	V.SedCBod	Capture velocity for particles to settle in plate settlers	Velocidad de captura para que las partículas se asienten en las placas de sedimentación		0	1		1																		1																					
V	Sed	Up		V.SedUp		Velocidad ascendente en el tanque de sedimentación		0	1							1																																		
V	Sed	Up	Active	V.SedUpActive				0	1							1																																		
V	Sed	Up	ActiveBelow	V.SedUpActiveBelow				0	1							1																																		
V	Sed	Up	Bod	V.SedUpBod	Maximum upflow velocity in sed tank to allow floc blanket formation	Velocidad máxima de flujo ascendente en tanque de sedimentación que permite la formación del lecho de flóculos 		0	1		1																		1																					
V	Up	Floc	Hopper	V.UpFlocHopper	Upward velocity in the hopper	Velocidad ascendente en la tolva		0	1		1																					1																		
V	Weir			V.Weir	Velocity through over the weir			0	1											1																														
Vol	Sed	Chimney	Pipe	Vol.SedChimneyPipe	Volume of pipe opening in inlet drop chimneys				1																									1																
Vol	Stock	Tank		Vol.StockTank	Volume of the aluminum sulfate stock tank walls and floor	Volumen del tanque de almacenaje de sulfato de aluminio		0	1					1					1		1																													
W	Ap	Column		W.ApColumn	Width of the alum platfrom column			0	1			1																																						
W	Ap	Walkway		W.ApWalkway	Extra width for the alum platform walkway			0	1			1																																						
W	Cp	Column		W.CpColumn				0	1			1																																						
W	Cp	Walkway		W.CpWalkway	Extra width for chemical platform walkway			0	1			1																																						
W	Et			W.Et	Width of the entrance tank	Ancho del tanque de entrada		0	1												1													1																
W	Et	Channel		W.EtChannel	Width of the upper portion of the entrance tank channel	Ancho del canal recolectora en el tanque de entrada		0	1												1													1																
W	Et	Orifice	Used	W.EtOrificeUsed	Width of the orifice used in the entrance tank			0	1												1																													
W	Exit	Channel		W.ExitChannel	Width of the exit channel	Ancho del canal de salida		0	1							1													1					1																
W	ExitChannelMin			W.ExitChannelMin	Minimum width of the exit channel to allow person to cap launder				1							1														1			1																	
W	Floc	Channel		W.FlocChannel	Width of a single floc channel	Ancho de un canal de floculación 		0	1						1																			1																
W	Floc	Channel	Min	W.FlocChannelMin	Minimum width for a floc channel	Ancho mínimo para canales de floculación		0	1		1																	1																						
W	Floc	Entry	Orifice	W.FlocEntryOrifice	Width of the rectangular entrance to the flocculator			0	1												1																													
W	Floc	Hopper		W.FlocHopper	Width of the floc hopper	Ancho de la tolva recolectora de flóculos en el tanque de sedimentación 		0	1											1																														
W	Floc	Port		W.FlocPort	Width of the floc port	Ancho del puerto entre canales del floculador		1	1						1														1																					
W	Inlet	Channel		W.InletChannel	Width of the inlet channel	Ancho del canal de entrada		0	1							1																		1																
W	Inlet	Channel	ED	W.InletChannelED	Width of the inlet channel based on energy dissipation			0	1							1																																		
W	Inlet	Channel	ED	W.InletChannelED	Width of inlet channel specified by energy dissipation constraints			0	1							1																																		
W	Mp	Column		W.MpColumn	Width of the main platform column			0	1			1																																						
W	Mp	Walkway		W.MpWalkway	Thickness of Walkway on Main Platform	Grosor del pasillo en la plataforma principal		0	1	1																			1																					
W	Sed			W.Sed	"Width of a single sed tank, incl. width of dividing walls"	"Ancho de una tanque de cámara única, inclusive ancho de paredes divisorias "		0	1							1													1			1		1																
W	Sed	Bay		W.SedBay	The width of a singlewidth sed tank-- also the width of the lamella material	El ancho de una camera de sedimentación		0	1	1																			1																					
W	Sed	Bay	Actual	W.SedBayActual	Actual width of the bay in the sed tank encorporating the channel wall			0	1							1																																		
W	Sed	Bay	Divider	W.SedBayDivider	The width of the wall dividing sedimentation tank bays	El ancho de la pared que divide las cámaras del tanque de sedimentación		0	1							1																																		
W	Sed	Drain	Cover	W.SedDrainCover	Width of the drain cover for the sludge drain in the sed tank	Ancho de la cubierta del drenaje de lodo del tanque de sedimentación		0	1							1																																		
W	Sed	Exit	Weir	W.SedExitWeir	Width of the weir in the exit channel				1							1																																		
W	Sed	Frame	Wall	W.SedFrameWall				0	1	1																			1																					
W	Sed	Inlet		W.SedInlet	Width of the inside of the sed slope			0	1							1																																		
W	Sed	Inlet	Bottom	W.SedInletBottom	Width of half of the sed bay minus half of the drain area				1							1																		1																
W	Sed	Inlet	Weir	W.SedInletWeir	Width of the weir in the inlet channel				1							1																																		
W	Sed	Manifold	Entrance	W.SedManifoldEntrance	Width of drop chimneys connecting channel to sed inlet manifolds	Ancho de la Chimenea de caída que conecta al canal de entrada del túnel de distribución		0	1							1																																		
W	Sed	Manifold	Port	W.SedManifoldPort	Width of port through which water enters into the sed inlet manifold	Ancho del puerto a través del cual el agua entra al túnel de distribución		0	1							1																																		
W	Sed	Port		W.SedPort	Width of a port	Ancho de un puerto		0	1							1													1																					
W	Sed	Manifold	Plate	W.SedManifoldPlate	Width of one of the plates that cover the sedimentation tank inlet manifolds	Grosor de una de las placas que cubre el túnel de distribución del tanque de sedimentación		0	1	1																																								
W	Sed	SlopePlate		W.SedSlopePlate					1																				1																					
W	Sed	SlopePlate	Remaining	W.SedSlopePlateRemaining	"Width of the extra distance left between the last slope plate and the wall of the tank, to be filled by a fraction of a sed slope plate"	Ancho de la distancia extra que queda entre la última palca inclinada y la pared del tanque que debe ser llenada por una fracción de una placa inclinada de sedimentación		0	1							1																		1																
W	Sed	Sludge		W.SedSludge	Width of the sludge drain	Ancho del drenaje de lodo		0	1							1													1																					
W	Sed	Sludge	Flat	W.SedSludgeFlat	The width of the sed sludge drain (distance between bottom of two slopes	El grosor del drenaje de lodillo. (distancia entre el fondo de las dos cámaras de sedimentación		0	1		1																		1																					
W	Sed	Sludge	Min	W.SedSludgeMin	The minimum width of the sludge drain 			0	1																				1																					
W	Sed	Sludge	Overlap	W.SedSludgeOverlap	Width of the sludge drain cover overlap	Ancho de la cubierta de traslape del drenaje de lodo		0	1		1																																							
W	Sed	Sludge	SF	W.SedSludgeSF					1																				1																					
X	Floc	Baffle		X.FlocBaffle				3	1			1																																						
X	Floc	Baffles		X.FlocBaffles				3	1						1																																			
Y	Floc	Baffle		Y.FlocBaffle				3	1			1																																						
Y	Sed	Plate		Y.SedPlate				3	1			1																																						
Z	Floc	Baffles		Z.FlocBaffles				3	1						1																																			
Z	Floc	Hopper		Z.FlocHopper	Elevation of floc hopper				1																																									
Z	Mp			Z.Mp	Height from zero elevation to the main platform			0	1							1																																		
Z	Sed	Launder		Z.SedLaunder	Elevation of the sed tank launder	Elevación del Tubo perforado de salida		0	1							1													1																					
Z	Sed	Slopes		Z.SedSlopes	Elevation of the sed tank slopes	Altura del punto mas alto de la placa que forma el túnel de distribución		0	1							1																																		
Z	Sed	Sludge		Z.SedSludge	Elevation of the sludge drain	Elevación del drenaje de lodo		0	1							1														1																				
ZW	Et			ZW.Et	Water surface eleavtioin in the entrance tank	Profundidad del agua en el tanque de entrada en relación al tanque de sedimentación		0	1								1																																	
ZW	Exit	Channel		ZW.ExitChannel	Water surface elevation in the exit channel	Elevación de la profundidad de agua en el canal de salida		0	1							1													1																					
?	Channel			?.Channel	Collision potential array for each channel				1																																									
?	Channel	Range		?.ChannelRange	Collision potential array for each possible number of baffles				1						1																																			
?	P			?.P	Collision potential per baffle				1						1																																			
?	Total			?.Total	Total collision potential in the flocculator				1						1																																			
				Vol.DistributionTunnelCovers	Total volume of the slopes in the sedimentation tank				1										1																															
Vol	Entrance	Tank		Vol.EntranceTank	Volume of the entrance tank walls				1										1																															
Vol	Exit	Channel	Tank	Vol.ExitChannelTank	Volume of exit channel weir tank walls				1										1																															
Vol	Exit	Channel		Vol.ExitChannel	Volume of the exit channel walls				1										1																															
Vol	Floc	Baffles	Total	Vol.FlocBafflesTotal	Total volume of the floc baffles			0	1										1																															
Vol	Floc	Tank		Vol.FlocTank	Volume of the floc tank walls				1										1																															
Vol	Inlet	Channel	Tank	Vol.InletChannelTank	Volume of inlet channel weir tank walls				1										1																															
Vol	Inlet	Channel		Vol.InletChannel	Volume of the inlet channel walls				1										1																															
Vol	Sed	Tank		Vol.SedTank	Volume of the sedimentation tank walls				1										1																															
Vol	Stock	Tank		Vol.StockTank	Volume of the aluminum sulfate stock tank walls	Volumen del tanque de almacenaje de sulfato de aluminio		0	1					1					1		1																													
Vol	Sed	Inlet	Chimneys	Vol.SedInletChimneys	Volume of concrete need to construct drop chimneys into sed tank				1										1				1																											
Vol	Total	Walls		Vol.TotalWalls	Total volume of plant channel and tank walls 				1										1																															
N	Valve	Couplings		N.ValveCouplings	Number of couplings for sed tank			0	1										1																															
N	Valves			N.Valves	Number of valves for sed tank				1										1															1																
N	Launder	Couplings		N.LaunderCouplings	Total number of launder couplings			0	1										1																															
N	Sed	Plate	Sheets	N.SedPlateSheets	Total number of sheets to construct plate settlers	Cantidad total de pliegos usados para hacer las placas de sedimentación		0	1										1																															
L	Weir			L.Weir	Total length of weir pipe				1										1																															
L	Pipe	Sed	PlateFrameTotal	L.PipeSedPlateFrameTotal	Total length of PVC pipe in the sed plate frame			0	1										1																															
L	Launder	Pipe	Total	L.LaunderPipeTotal	Total length of the pipes in the launders			0	1										1																															
